"","chr","SNPid","physPos","linkMapPos"
"Chr15_44242386","Chr15","Chr15_44242386",44242386,85.4805900479339
"Chr15_44270229","Chr15","Chr15_44270229",44270229,85.5343936170799
"Chr15_44468337","Chr15","Chr15_44468337",44468337,85.9172157797909
"Chr15_44477031","Chr15","Chr15_44477031",44477031,85.9340159891848
"Chr15_44478346","Chr15","Chr15_44478346",44478346,85.9365570836583
"Chr15_44769147","Chr15","Chr15_44769147",44769147,86.4984983870813
"Chr15_44788633","Chr15","Chr15_44788633",44788633,86.5361529626794
"Chr15_44955613","Chr15","Chr15_44955613",44955613,86.8588236510387
"Chr15_45538654","Chr15","Chr15_45538654",45538654,87.9854869688714
"Chr15_45540345","Chr15","Chr15_45540345",45540345,87.9887546424492
"Chr15_45634201","Chr15","Chr15_45634201",45634201,88.170121154167
"Chr15_46124083","Chr15","Chr15_46124083",46124083,89.1167648369724
"Chr15_46694612","Chr15","Chr15_46694612",46694612,90.2192500756773
"Chr15_46821453","Chr15","Chr15_46821453",46821453,90.4643565122696
"Chr15_47262809","Chr15","Chr15_47262809",47262809,91.317228978023
"Chr15_47303145","Chr15","Chr15_47303145",47303145,91.3951739108632
"Chr15_47329433","Chr15","Chr15_47329433",47329433,91.4459726116393
"Chr15_47357522","Chr15","Chr15_47357522",47357522,91.500251549029
"Chr15_47493423","Chr15","Chr15_47493423",47493423,91.7628654502071
"Chr15_47656852","Chr15","Chr15_47656852",47656852,92.0786742172922
"Chr15_47920719","Chr15","Chr15_47920719",47920719,92.5885684952015
"Chr15_48114971","Chr15","Chr15_48114971",48114971,92.9639393573118
"Chr15_48244436","Chr15","Chr15_48244436",48244436,93.2141163885038
"Chr15_48344538","Chr15","Chr15_48344538",48344538,93.4075526158732
"Chr15_48361390","Chr15","Chr15_48361390",48361390,93.4401172729592
"Chr15_48382746","Chr15","Chr15_48382746",48382746,93.4813854201661
"Chr15_48500907","Chr15","Chr15_48500907",48500907,93.7097187008418
"Chr15_48521361","Chr15","Chr15_48521361",48521361,93.749243831155
"Chr15_48588633","Chr15","Chr15_48588633",48588633,93.8792396542913
"Chr15_48926562","Chr15","Chr15_48926562",48926562,94.5322506918202
"Chr15_49068984","Chr15","Chr15_49068984",49068984,94.8074657162394
"Chr15_49084322","Chr15","Chr15_49084322",49084322,94.8371047329962
"Chr15_49092278","Chr15","Chr15_49092278",49092278,94.8524788376589
"Chr15_49117010","Chr15","Chr15_49117010",49117010,94.9002707376739
"Chr15_49190069","Chr15","Chr15_49190069",49190069,95.0414493088851
"Chr15_49385833","Chr15","Chr15_49385833",49385833,95.4197419465421
"Chr15_49397316","Chr15","Chr15_49397316",49397316,95.4419315950894
"Chr15_49406563","Chr15","Chr15_49406563",49406563,95.4598004168361
"Chr15_49574800","Chr15","Chr15_49574800",49574800,95.7849001209774
"Chr15_49590879","Chr15","Chr15_49590879",49590879,95.815971039639
"Chr15_49633869","Chr15","Chr15_49633869",49633869,95.899044538816
"Chr15_49751586","Chr15","Chr15_49751586",49751586,96.1265198377835
"Chr15_49759273","Chr15","Chr15_49759273",49759273,96.1413741292041
"Chr15_49833549","Chr15","Chr15_49833549",49833549,96.2849044205478
"Chr15_50248537","Chr15","Chr15_50248537",50248537,97.0868235942264
"Chr15_50271004","Chr15","Chr15_50271004",50271004,97.130238628095
"Chr15_50429825","Chr15","Chr15_50429825",50429825,97.4371429363709
"Chr15_50553139","Chr15","Chr15_50553139",50553139,97.6754338290786
"Chr15_50593252","Chr15","Chr15_50593252",50593252,97.7529478386735
"Chr15_50602899","Chr15","Chr15_50602899",50602899,97.7715896169141
"Chr15_50649479","Chr15","Chr15_50649479",50649479,97.8616004006233
"Chr15_50973714","Chr15","Chr15_50973714",50973714,98.4881492725851
"Chr15_51199487","Chr15","Chr15_51199487",51199487,98.9244310388023
"Chr15_51516068","Chr15","Chr15_51516068",51516068,99.5361893882542
"Chr15_51517560","Chr15","Chr15_51517560",51517560,99.5390725159763
"Chr16_00236635","Chr16","Chr16_00236635",236635,0.622041467195996
"Chr16_00301115","Chr16","Chr16_00301115",301115,0.792264887282819
"Chr16_00663893","Chr16","Chr16_00663893",663893,1.74997754069872
"Chr16_00847224","Chr16","Chr16_00847224",847224,2.23396063356376
"Chr16_01016774","Chr16","Chr16_01016774",1016774,2.68156269429144
"Chr16_01591698","Chr16","Chr16_01591698",1591698,4.19932835139436
"Chr16_01623273","Chr16","Chr16_01623273",1623273,4.28268450042106
"Chr16_02440673","Chr16","Chr16_02440673",2440673,6.44057258322145
"Chr16_02619627","Chr16","Chr16_02619627",2619627,6.91300065267271
"Chr16_02733305","Chr16","Chr16_02733305",2733305,7.21310390869985
"Chr16_03067411","Chr16","Chr16_03067411",3067411,8.09512416291089
"Chr16_03192164","Chr16","Chr16_03192164",3192164,8.42446476970511
"Chr16_03264231","Chr16","Chr16_03264231",3264231,8.61471742503075
"Chr16_03574574","Chr16","Chr16_03574574",3574574,9.43400475226407
"Chr16_04140849","Chr16","Chr16_04140849",4140849,10.9289375563842
"Chr16_04442882","Chr16","Chr16_04442882",4442882,11.726286970762
"Chr16_04944251","Chr16","Chr16_04944251",4944251,13.0498717397681
"Chr16_05124936","Chr16","Chr16_05124936",5124936,13.5268695477456
"Chr16_05370435","Chr16","Chr16_05370435",5370435,14.1749725162303
"Chr16_05602367","Chr16","Chr16_05602367",5602367,14.7872594000327
"Chr16_05705189","Chr16","Chr16_05705189",5705189,15.0587034524546
"Chr16_05705738","Chr16","Chr16_05705738",5705738,15.0601527802714
"Chr16_05747398","Chr16","Chr16_05747398",5747398,15.1701327381005
"Chr16_06019925","Chr16","Chr16_06019925",6019925,15.8895880421638
"Chr16_06069066","Chr16","Chr16_06069066",6069066,16.0193174014455
"Chr16_06257536","Chr16","Chr16_06257536",6257536,16.5168671530547
"Chr16_06311952","Chr16","Chr16_06311952",6311952,16.6605222031082
"Chr16_06572251","Chr16","Chr16_06572251",6572251,17.347696303995
"Chr16_07306111","Chr16","Chr16_07306111",7306111,19.285043684034
"Chr16_07396407","Chr16","Chr16_07396407",7396407,19.5234198307486
"Chr16_07445522","Chr16","Chr16_07445522",7445522,19.6530805515545
"Chr16_07456667","Chr16","Chr16_07456667",7456667,19.6825026982181
"Chr16_07550991","Chr16","Chr16_07550991",7550991,19.9315125288054
"Chr16_07569194","Chr16","Chr16_07569194",7569194,19.9795673817185
"Chr16_07603805","Chr16","Chr16_07603805",7603805,20.0709383927704
"Chr16_07671559","Chr16","Chr16_07671559",7671559,20.2498049809305
"Chr16_07717075","Chr16","Chr16_07717075",7717075,20.3699645527151
"Chr16_07881860","Chr16","Chr16_07881860",7881860,20.8049872927742
"Chr16_07943887","Chr16","Chr16_07943887",7943887,20.9687349366595
"Chr16_07979589","Chr16","Chr16_07979589",7979589,21.0629861237553
"Chr16_07984144","Chr16","Chr16_07984144",7984144,21.0750110567345
"Chr16_08063060","Chr16","Chr16_08063060",8063060,21.2833446705616
"Chr16_08105880","Chr16","Chr16_08105880",8105880,21.3963869603897
"Chr16_08269831","Chr16","Chr16_08269831",8269831,21.8292079893391
"Chr16_08667976","Chr16","Chr16_08667976",8667976,22.880287449489
"Chr16_15688125","Chr16","Chr16_15688125",15688125,41.4130692779488
"Chr16_16530740","Chr16","Chr16_16530740",16530740,43.6375234826086
"Chr16_17231670","Chr16","Chr16_17231670",17231670,45.487937593053
"Chr16_19964269","Chr16","Chr16_19964269",19964269,52.7018387640491
"Chr16_21329889","Chr16","Chr16_21329889",21329889,56.3069955093805
"Chr16_21426245","Chr16","Chr16_21426245",21426245,56.561369700849
"Chr16_21981074","Chr16","Chr16_21981074",21981074,58.0260857359506
"Chr16_23992067","Chr16","Chr16_23992067",23992067,63.3349893685601
"Chr16_26238558","Chr16","Chr16_26238558",26238558,69.2655939159277
"Chr16_26650311","Chr16","Chr16_26650311",26650311,70.3525976983565
"Chr16_26707565","Chr16","Chr16_26707565",26707565,70.5037449020422
"Chr16_27012878","Chr16","Chr16_27012878",27012878,71.3097533241416
"Chr16_27058909","Chr16","Chr16_27058909",27058909,71.4312724657361
"Chr16_27414724","Chr16","Chr16_27414724",27414724,72.3706032073334
"Chr16_27515428","Chr16","Chr16_27515428",27515428,72.6364558639157
"Chr16_27750731","Chr16","Chr16_27750731",27750731,73.257641990105
"Chr16_27966212","Chr16","Chr16_27966212",27966212,73.8264991982894
"Chr16_28029992","Chr16","Chr16_28029992",28029992,73.9948746594113
"Chr16_28395797","Chr16","Chr16_28395797",28395797,74.9605784153799
"Chr16_28522664","Chr16","Chr16_28522664",28522664,75.2954998582483
"Chr16_28800199","Chr16","Chr16_28800199",28800199,76.0281759887353
"Chr16_29049550","Chr16","Chr16_29049550",29049550,76.68644801141
"Chr16_29069025","Chr16","Chr16_29069025",29069025,76.7378608697567
"Chr16_29203089","Chr16","Chr16_29203089",29203089,77.0917819707263
"Chr16_29418283","Chr16","Chr16_29418283",29418283,77.659881515735
"Chr16_29427680","Chr16","Chr16_29427680",29427680,77.6846890448689
"Chr16_29483736","Chr16","Chr16_29483736",29483736,77.8326735987831
"Chr16_29491596","Chr16","Chr16_29491596",29491596,77.8534235380183
"Chr16_29509697","Chr16","Chr16_29509697",29509697,77.9012091169108
"Chr16_29614583","Chr16","Chr16_29614583",29614583,78.178102008338
"Chr16_29616617","Chr16","Chr16_29616617",29616617,78.1834716491019
"Chr16_29665943","Chr16","Chr16_29665943",29665943,78.3136893975387
"Chr16_29757043","Chr16","Chr16_29757043",29757043,78.5541880571217
"Chr16_29830179","Chr16","Chr16_29830179",29830179,78.7472628097809
"Chr16_29893912","Chr16","Chr16_29893912",29893912,78.915514193658
"Chr16_30037168","Chr16","Chr16_30037168",30037168,79.293701635779
"Chr16_30065819","Chr16","Chr16_30065819",30065819,79.3693385962149
"Chr16_30073292","Chr16","Chr16_30073292",30073292,79.3890668781365
"Chr16_30162005","Chr16","Chr16_30162005",30162005,79.623263997649
"Chr16_30338439","Chr16","Chr16_30338439",30338439,80.0890394148264
"Chr16_30395820","Chr16","Chr16_30395820",30395820,80.2405218910671
"Chr16_30652569","Chr16","Chr16_30652569",30652569,80.9183242000601
"Chr16_30699224","Chr16","Chr16_30699224",30699224,81.0414906650749
"Chr16_31035292","Chr16","Chr16_31035292",31035292,81.9286904842706
"Chr16_31064832","Chr16","Chr16_31064832",31064832,82.006674352592
"Chr16_31196668","Chr16","Chr16_31196668",31196668,82.3547136641703
"Chr16_31414253","Chr16","Chr16_31414253",31414253,82.929125309015
"Chr16_31485943","Chr16","Chr16_31485943",31485943,83.118382706441
"Chr16_31542034","Chr16","Chr16_31542034",31542034,83.2664596583034
"Chr16_31670574","Chr16","Chr16_31670574",31670574,83.6057977230981
"Chr16_31739506","Chr16","Chr16_31739506",31739506,83.7877741622021
"Chr16_31800882","Chr16","Chr16_31800882",31800882,83.94980320425
"Chr16_31812125","Chr16","Chr16_31812125",31812125,83.9794840651686
"Chr16_31827255","Chr16","Chr16_31827255",31827255,84.0194263782256
"Chr16_31860094","Chr16","Chr16_31860094",31860094,84.1061194131548
"Chr16_31871695","Chr16","Chr16_31871695",31871695,84.1367453730869
"Chr16_32015656","Chr16","Chr16_32015656",32015656,84.5167939738797
"Chr16_32137592","Chr16","Chr16_32137592",32137592,84.8386978658107
"Chr16_32218240","Chr16","Chr16_32218240",32218240,85.0516038581054
"Chr16_32301568","Chr16","Chr16_32301568",32301568,85.2715848932945
"Chr16_32338195","Chr16","Chr16_32338195",32338195,85.3682780261655
"Chr16_32404184","Chr16","Chr16_32404184",32404184,85.5424851177925
"Chr16_32410196","Chr16","Chr16_32410196",32410196,85.5583564453601
"Chr16_32448599","Chr16","Chr16_32448599",32448599,85.6597381141193
"Chr16_32477502","Chr16","Chr16_32477502",32477502,85.7360403397826
"Chr16_32501446","Chr16","Chr16_32501446",32501446,85.7992510961499
"Chr16_32502936","Chr16","Chr16_32502936",32502936,85.8031846088038
"Chr16_32508883","Chr16","Chr16_32508883",32508883,85.8188843401819
"Chr16_32568542","Chr16","Chr16_32568542",32568542,85.9763806028829
"Chr16_32578424","Chr16","Chr16_32578424",32578424,86.0024685035854
"Chr16_32579397","Chr16","Chr16_32579397",32579397,86.0050371665467
"Chr16_32604887","Chr16","Chr16_32604887",32604887,86.0723292722851
"Chr16_32616748","Chr16","Chr16_32616748",32616748,86.1036416169757
"Chr16_32654568","Chr16","Chr16_32654568",32654568,86.2034841999112
"Chr16_32666180","Chr16","Chr16_32666180",32666180,86.2341391991986
"Chr16_32687944","Chr16","Chr16_32687944",32687944,86.2915948833607
"Chr16_32691854","Chr16","Chr16_32691854",32691854,86.3019170541507
"Chr16_32735702","Chr16","Chr16_32735702",32735702,86.4176732037159
"Chr16_32737930","Chr16","Chr16_32737930",32737930,86.4235549931072
"Chr16_32755254","Chr16","Chr16_32755254",32755254,86.4692893375487
"Chr16_32780561","Chr16","Chr16_32780561",32780561,86.5360983340148
"Chr16_32814259","Chr16","Chr16_32814259",32814259,86.6250590785881
"Chr16_33051152","Chr16","Chr16_33051152",33051152,87.2504427115693
"Chr16_33065112","Chr16","Chr16_33065112",33065112,87.2872962932134
"Chr16_33349540","Chr16","Chr16_33349540",33349540,88.0381695396225
"Chr16_33355592","Chr16","Chr16_33355592",33355592,88.0541464648453
"Chr16_33378271","Chr16","Chr16_33378271",33378271,88.1140176953687
"Chr16_33425970","Chr16","Chr16_33425970",33425970,88.2399402591826
"Chr16_33428510","Chr16","Chr16_33428510",33428510,88.246645710284
"Chr16_33430349","Chr16","Chr16_33430349",33430349,88.2515005624791
"Chr16_33430693","Chr16","Chr16_33430693",33430693,88.2524087023133
"Chr16_33649324","Chr16","Chr16_33649324",33649324,88.82958172584
"Chr16_33658002","Chr16","Chr16_33658002",33658002,88.8524911371228
"Chr16_33674315","Chr16","Chr16_33674315",33674315,88.8955565008306
"Chr16_33678398","Chr16","Chr16_33678398",33678398,88.9063353814791
"Chr16_33758640","Chr16","Chr16_33758640",33758640,89.1181695575741
"Chr16_33841127","Chr16","Chr16_33841127",33841127,89.3359304020639
"Chr16_33853690","Chr16","Chr16_33853690",33853690,89.3690959856022
"Chr16_33909219","Chr16","Chr16_33909219",33909219,89.5156892904099
"Chr16_33960004","Chr16","Chr16_33960004",33960004,89.6497587133179
"Chr16_34041787","Chr16","Chr16_34041787",34041787,89.8656610390772
"Chr16_34058763","Chr16","Chr16_34058763",34058763,89.9104766839189
"Chr16_34080371","Chr16","Chr16_34080371",34080371,89.967520537226
"Chr16_34098770","Chr16","Chr16_34098770",34098770,90.0160928186493
"Chr16_34149570","Chr16","Chr16_34149570",34149570,90.150201840678
"Chr16_34159338","Chr16","Chr16_34159338",34159338,90.1759887880634
"Chr16_34185858","Chr16","Chr16_34185858",34185858,90.2460000334217
"Chr16_34208179","Chr16","Chr16_34208179",34208179,90.3049261649316
"Chr16_34244184","Chr16","Chr16_34244184",34244184,90.3999772542651
"Chr16_34251188","Chr16","Chr16_34251188",34251188,90.4184674036802
"Chr16_34331026","Chr16","Chr16_34331026",34331026,90.6292350434583
"Chr16_34351619","Chr16","Chr16_34351619",34351619,90.6835993562661
"Chr16_34374772","Chr16","Chr16_34374772",34374772,90.744721919003
"Chr16_35164653","Chr16","Chr16_35164653",35164653,92.8299614550079
"Chr16_35174489","Chr16","Chr16_35174489",35174489,92.855927918407
"Chr16_35178540","Chr16","Chr16_35178540",35178540,92.8666223209314
"Chr16_35232116","Chr16","Chr16_35232116",35232116,93.0080598202269
"Chr16_35235339","Chr16","Chr16_35235339",35235339,93.0165683512898
"Chr16_35636507","Chr16","Chr16_35636507",35636507,94.075628354227
"Chr16_35700181","Chr16","Chr16_35700181",35700181,94.2437239815628
"Chr16_35745795","Chr16","Chr16_35745795",35745795,94.3641422676025
"Chr16_35750260","Chr16","Chr16_35750260",35750260,94.3759296058576
"Chr16_35751959","Chr16","Chr16_35751959",35751959,94.3804148662596
"Chr16_35777125","Chr16","Chr16_35777125",35777125,94.4468516309914
"Chr16_35851509","Chr16","Chr16_35851509",35851509,94.6432210304911
"Chr16_35865067","Chr16","Chr16_35865067",35865067,94.679013355701
"Chr16_35919578","Chr16","Chr16_35919578",35919578,94.8229192001854
"Chr16_35920266","Chr16","Chr16_35920266",35920266,94.8247354798538
"Chr16_35974455","Chr16","Chr16_35974455",35974455,94.9677912632143
"Chr16_36089829","Chr16","Chr16_36089829",36089829,95.2723718598194
"Chr16_36092206","Chr16","Chr16_36092206",36092206,95.2786470004762
"Chr16_36103580","Chr16","Chr16_36103580",36103580,95.3086736937154
"Chr16_36144941","Chr16","Chr16_36144941",36144941,95.4178643090723
"Chr16_36164297","Chr16","Chr16_36164297",36164297,95.4689630143949
"Chr16_36461529","Chr16","Chr16_36461529",36461529,96.2536380702145
"Chr16_36552352","Chr16","Chr16_36552352",36552352,96.4934054660356
"Chr16_36599094","Chr16","Chr16_36599094",36599094,96.6168016059503
"Chr16_36648990","Chr16","Chr16_36648990",36648990,96.7485241209728
"Chr16_36736693","Chr16","Chr16_36736693",36736693,96.9800548996929
"Chr16_36772709","Chr16","Chr16_36772709",36772709,97.0751350283816
"Chr16_36869868","Chr16","Chr16_36869868",36869868,97.331629092777
"Chr16_36882363","Chr16","Chr16_36882363",36882363,97.3646151603016
"Chr16_36932197","Chr16","Chr16_36932197",36932197,97.4961739989587
"Chr16_36958878","Chr16","Chr16_36958878",36958878,97.5666102748789
"Chr16_37058282","Chr16","Chr16_37058282",37058282,97.8290310076691
"Chr16_37109408","Chr16","Chr16_37109408",37109408,97.9640006505872
"Chr16_37152908","Chr16","Chr16_37152908",37152908,98.0788381005527
"Chr16_37302691","Chr16","Chr16_37302691",37302691,98.4742564400512
"Chr16_37322337","Chr16","Chr16_37322337",37322337,98.5261207283736
"Chr16_37404687","Chr16","Chr16_37404687",37404687,98.7435199008945
"Chr16_37420061","Chr16","Chr16_37420061",37420061,98.7841063596478
"Chr16_37511370","Chr16","Chr16_37511370",37511370,99.0251567669789
"Chr16_37600809","Chr16","Chr16_37600809",37600809,99.2612704839321
"Chr16_37666952","Chr16","Chr16_37666952",37666952,99.4358841265314
"Chr16_37875300","Chr16","Chr16_37875300",37875300,99.9859106328629
"Chr17_00249283","Chr17","Chr17_00249283",249283,0.575363261614257
"Chr17_00406662","Chr17","Chr17_00406662",406662,0.953431939145979
"Chr17_00481381","Chr17","Chr17_00481381",481381,1.13292801877854
"Chr17_00819670","Chr17","Chr17_00819670",819670,1.94559346241161
"Chr17_00846247","Chr17","Chr17_00846247",846247,2.0094389007659
"Chr17_01034213","Chr17","Chr17_01034213",1034213,2.46098616590882
"Chr17_01066269","Chr17","Chr17_01066269",1066269,2.53799370520541
"Chr17_01284804","Chr17","Chr17_01284804",1284804,3.06297631689054
"Chr17_01335874","Chr17","Chr17_01335874",1335874,3.18566083872347
"Chr17_01462786","Chr17","Chr17_01462786",1462786,3.49053920243722
"Chr17_02513653","Chr17","Chr17_02513653",2513653,6.01501767130364
"Chr17_02594185","Chr17","Chr17_02594185",2594185,6.20847821393629
"Chr17_02599876","Chr17","Chr17_02599876",2599876,6.22214959857994
"Chr17_02635290","Chr17","Chr17_02635290",2635290,6.30722399952358
"Chr17_02693230","Chr17","Chr17_02693230",2693230,6.44641219601859
"Chr17_02898077","Chr17","Chr17_02898077",2898077,6.9385123770233
"Chr17_02907729","Chr17","Chr17_02907729",2907729,6.96169919912495
"Chr17_02916709","Chr17","Chr17_02916709",2916709,6.98327168798455
"Chr17_02934754","Chr17","Chr17_02934754",2934754,7.02662085964062
"Chr17_02956125","Chr17","Chr17_02956125",2956125,7.07796001993221
"Chr17_03036063","Chr17","Chr17_03036063",3036063,7.26999360728841
"Chr17_03074683","Chr17","Chr17_03074683",3074683,7.36276972307434
"Chr17_03165116","Chr17","Chr17_03165116",3165116,7.58001525592959
"Chr17_03191755","Chr17","Chr17_03191755",3191755,7.64400963574372
"Chr17_03378901","Chr17","Chr17_03378901",3378901,8.09358702996628
"Chr17_03439498","Chr17","Chr17_03439498",3439498,8.23915808869959
"Chr17_03521111","Chr17","Chr17_03521111",3521111,8.43521549775287
"Chr17_03532568","Chr17","Chr17_03532568",3532568,8.46273843816093
"Chr17_03772711","Chr17","Chr17_03772711",3772711,9.03962955087928
"Chr17_03858146","Chr17","Chr17_03858146",3858146,9.24486848024675
"Chr17_03919112","Chr17","Chr17_03919112",3919112,9.39132598089422
"Chr17_04054733","Chr17","Chr17_04054733",4054733,9.7171258151512
"Chr17_04086591","Chr17","Chr17_04086591",4086591,9.79365770268897
"Chr17_04241931","Chr17","Chr17_04241931",4241931,10.1668281280175
"Chr17_04361090","Chr17","Chr17_04361090",4361090,10.4530816024074
"Chr17_04488392","Chr17","Chr17_04488392",4488392,10.7588968559491
"Chr17_04546772","Chr17","Chr17_04546772",4546772,10.8991420563526
"Chr17_04607135","Chr17","Chr17_04607135",4607135,11.0441509811891
"Chr17_04721351","Chr17","Chr17_04721351",4721351,11.3185299775797
"Chr17_04825399","Chr17","Chr17_04825399",4825399,11.5684825745579
"Chr17_05101529","Chr17","Chr17_05101529",5101529,12.2318245955825
"Chr17_05178660","Chr17","Chr17_05178660",5178660,12.4171149784589
"Chr17_05454826","Chr17","Chr17_05454826",5454826,13.0805434816215
"Chr17_05617420","Chr17","Chr17_05617420",5617420,13.4711400577504
"Chr17_05643749","Chr17","Chr17_05643749",5643749,13.5343897302653
"Chr17_05795879","Chr17","Chr17_05795879",5795879,13.8998488316251
"Chr17_05835453","Chr17","Chr17_05835453",5835453,13.9949167240672
"Chr17_06112201","Chr17","Chr17_06112201",6112201,14.6597433551269
"Chr17_06372764","Chr17","Chr17_06372764",6372764,15.2856890583255
"Chr17_07015803","Chr17","Chr17_07015803",7015803,16.8304498226672
"Chr17_07125807","Chr17","Chr17_07125807",7125807,17.0947104089157
"Chr17_07217048","Chr17","Chr17_07217048",7217048,17.3138969853119
"Chr17_07277619","Chr17","Chr17_07277619",7277619,17.4594055847234
"Chr17_07355734","Chr17","Chr17_07355734",7355734,17.6470598127042
"Chr17_07512583","Chr17","Chr17_07512583",7512583,18.0238552809825
"Chr17_07617093","Chr17","Chr17_07617093",7617093,18.2749177320645
"Chr17_07936445","Chr17","Chr17_07936445",7936445,19.0420911688453
"Chr17_07961116","Chr17","Chr17_07961116",7961116,19.1013578584505
"Chr17_08078612","Chr17","Chr17_08078612",8078612,19.3836163385226
"Chr17_08232351","Chr17","Chr17_08232351",8232351,19.7529407109932
"Chr17_08571081","Chr17","Chr17_08571081",8571081,20.5666655608164
"Chr17_08868234","Chr17","Chr17_08868234",8868234,21.2805107481322
"Chr17_09337208","Chr17","Chr17_09337208",9337208,22.4071183639943
"Chr17_09474727","Chr17","Chr17_09474727",9474727,22.7374777287475
"Chr17_09480146","Chr17","Chr17_09480146",9480146,22.7504956927932
"Chr17_09654390","Chr17","Chr17_09654390",9654390,23.1690788496809
"Chr17_09813795","Chr17","Chr17_09813795",9813795,23.5520145497549
"Chr17_10010064","Chr17","Chr17_10010064",10010064,24.0235079591073
"Chr17_10131641","Chr17","Chr17_10131641",10131641,24.3155701504306
"Chr17_10391108","Chr17","Chr17_10391108",10391108,24.9388829529845
"Chr17_10528407","Chr17","Chr17_10528407",10528407,25.2687138157834
"Chr17_10697977","Chr17","Chr17_10697977",10697977,25.6760687084251
"Chr17_10753308","Chr17","Chr17_10753308",10753308,25.8089893521991
"Chr17_10801964","Chr17","Chr17_10801964",10801964,25.925874766225
"Chr17_10850910","Chr17","Chr17_10850910",10850910,26.0434568419178
"Chr17_11075246","Chr17","Chr17_11075246",11075246,26.5823750892237
"Chr17_11121282","Chr17","Chr17_11121282",11121282,26.6929665254309
"Chr17_11234528","Chr17","Chr17_11234528",11234528,26.9650153086597
"Chr17_11312669","Chr17","Chr17_11312669",11312669,27.1527319959623
"Chr17_11691107","Chr17","Chr17_11691107",11691107,28.0618466439633
"Chr17_11947236","Chr17","Chr17_11947236",11947236,28.6771406305024
"Chr17_11991513","Chr17","Chr17_11991513",11991513,28.7835064533572
"Chr17_12029252","Chr17","Chr17_12029252",12029252,28.8741661590445
"Chr17_12314945","Chr17","Chr17_12314945",12314945,29.5604811991075
"Chr17_12428018","Chr17","Chr17_12428018",12428018,29.8321143876177
"Chr17_12464852","Chr17","Chr17_12464852",12464852,29.9206000284478
"Chr17_12538241","Chr17","Chr17_12538241",12538241,30.0969010735388
"Chr17_12766845","Chr17","Chr17_12766845",12766845,30.6460722587571
"Chr17_12863178","Chr17","Chr17_12863178",12863178,30.8774912531125
"Chr17_13286983","Chr17","Chr17_13286983",13286983,31.8955902109234
"Chr17_13512161","Chr17","Chr17_13512161",13512161,32.4365311793451
"Chr17_13705571","Chr17","Chr17_13705571",13705571,32.901156465574
"Chr17_13995129","Chr17","Chr17_13995129",13995129,33.5967563240604
"Chr17_14056268","Chr17","Chr17_14056268",14056268,33.7436294194264
"Chr17_14342846","Chr17","Chr17_14342846",14342846,34.4320704787144
"Chr17_14653350","Chr17","Chr17_14653350",14653350,35.1779885278081
"Chr17_14655660","Chr17","Chr17_14655660",14655660,35.1835377983276
"Chr17_14862270","Chr17","Chr17_14862270",14862270,35.6798732018111
"Chr17_15188022","Chr17","Chr17_15188022",15188022,36.4624212408971
"Chr17_15190142","Chr17","Chr17_15190142",15190142,36.4675140779107
"Chr17_15431103","Chr17","Chr17_15431103",15431103,37.0463702569862
"Chr17_15491345","Chr17","Chr17_15491345",15491345,37.1910885057479
"Chr17_15540001","Chr17","Chr17_15540001",15540001,37.3079739197738
"Chr17_16104242","Chr17","Chr17_16104242",16104242,38.6634396977949
"Chr17_16886977","Chr17","Chr17_16886977",16886977,40.5437895939551
"Chr17_17394591","Chr17","Chr17_17394591",17394591,41.7632213712353
"Chr17_17922009","Chr17","Chr17_17922009",17922009,43.030227933524
"Chr17_18386916","Chr17","Chr17_18386916",18386916,44.1470654700774
"Chr17_26391280","Chr17","Chr17_26391280",26391280,63.3758019086272
"Chr17_27151624","Chr17","Chr17_27151624",27151624,65.2023623172533
"Chr17_27373625","Chr17","Chr17_27373625",27373625,65.7356712369994
"Chr17_29405294","Chr17","Chr17_29405294",29405294,70.6163123137136
"Chr17_30053377","Chr17","Chr17_30053377",30053377,72.1731901864971
"Chr17_30481499","Chr17","Chr17_30481499",30481499,73.2016597940192
"Chr17_31602858","Chr17","Chr17_31602858",31602858,75.8954798981519
"Chr17_32419749","Chr17","Chr17_32419749",32419749,77.8578821249901
"Chr17_32582578","Chr17","Chr17_32582578",32582578,78.2490432372974
"Chr17_33303903","Chr17","Chr17_33303903",33303903,79.9818690197752
"Chr17_33772654","Chr17","Chr17_33772654",33772654,81.1079409268382
"Chr17_33999524","Chr17","Chr17_33999524",33999524,81.6529465557444
"Chr17_34395983","Chr17","Chr17_34395983",34395983,82.6053527206428
"Chr17_34800507","Chr17","Chr17_34800507",34800507,83.5771332867275
"Chr17_34868946","Chr17","Chr17_34868946",34868946,83.741543037848
"Chr17_34892060","Chr17","Chr17_34892060",34892060,83.7970693749861
"Chr17_34928657","Chr17","Chr17_34928657",34928657,83.8849856750746
"Chr17_34984637","Chr17","Chr17_34984637",34984637,84.0194653996137
"Chr17_35005224","Chr17","Chr17_35005224",35005224,84.0689211711229
"Chr17_35179319","Chr17","Chr17_35179319",35179319,84.4871463880507
"Chr17_35269307","Chr17","Chr17_35269307",35269307,84.7033229055894
"Chr17_36320800","Chr17","Chr17_36320800",36320800,87.2293052027438
"Chr17_36329456","Chr17","Chr17_36329456",36329456,87.2500993523617
"Chr17_36329621","Chr17","Chr17_36329621",36329621,87.2504957288274
"Chr17_36365309","Chr17","Chr17_36365309",36365309,87.3362283549322
"Chr17_36410965","Chr17","Chr17_36410965",36410965,87.4459069241275
